slug,ts,sz,n,last,sz_buy,vwap,vwap_buy,K,T_pm,label,S_T,S_bin,S_idx,fv,sigma,x,extrap,tte_d,asset,exp_dt,event,quarter,year,gap,n_vwap,n_vwap_buy,n_Sbin,n_ts_,delta,ret_T,ev_raw,ev_hedged,cfg
ethereum-above-4400-on-september-8,1757178900,254.5675,3,0.24,252.2875,0.20035825468687088,0.2,4400.0,1757347260,0,4370.22,4287.49,4287.92,0.227953090292174,0.46875664140271506,0.02590306079639336,0,1.948611111111111,ETH,2025-09-08 16:01:00+00:00,2025-09-08,2025Q3,2025,0.027594835605303125,0.20006122266431228,0.2,4277.2,1757183400.0,8.636858620756943,0.019111870961925646,-0.21126379375383839,-0.3763303212301402,S2-analog
ethereum-above-4500-on-august-20-174-564,1755174600,10315.122806,5,0.57,10315.122806,0.5782403284574138,0.5782403284574138,4500.0,1755705660,0,4264.53,4714.13,4690.33,0.6911722667509769,0.6909326359847375,-0.04648698478635012,0,6.146527777777778,ETH,2025-08-20 16:01:00+00:00,2025-08-20,2025Q3,2025,0.11293193829356307,0.5100505514826977,0.5100513485042506,4567.33,1755176400.0,3.9773280964060422,-0.10023240598797063,-0.5275434805317403,-0.12888631602540745,S2-analog
ethereum-above-4500-on-august-20-174-564,1755449100,4010.0,1,0.52,4010.0,0.52,0.52,4500.0,1755705660,0,4264.53,4528.15,4532.44,0.5491859786902316,0.655569018207845,-0.006236070784394379,0,2.9694444444444446,ETH,2025-08-20 16:01:00+00:00,2025-08-20,2025Q3,2025,0.02918597869023154,0.55,0.55,4523.92,1755453600.0,6.727436235740187,-0.05998149198601486,-0.5673250000000001,-0.16380333733952407,S2-analog
ethereum-above-4500-on-august-20-174-564,1755552600,5300.0,2,0.18,5300.0,0.1811320754716981,0.1811320754716981,4500.0,1755705660,0,4264.53,4352.7,4356.735,0.2162100331913194,0.6241545827798748,0.033281054568662254,0,1.7715277777777778,ETH,2025-08-20 16:01:00+00:00,2025-08-20,2025Q3,2025,0.0350779577196213,0.28,0.28,4375.81,1755555300.0,6.7306094931870275,-0.020464366632958492,-0.29411200000000004,-0.15637433966814976,S2-analog
ethereum-above-4500-on-august-22-713-136,1755712800,5.56,1,0.18,5.56,0.18,0.18,4500.0,1755878460,1,4628.91,4343.91,4341.475,0.2155266382467272,0.6551530313175349,0.035302532591309534,0,1.917361111111111,ETH,2025-08-22 16:01:00+00:00,2025-08-22,2025Q3,2025,0.035526638246727194,0.14014230271668823,0.14014230271668823,4290.01,1755713700.0,6.259637058425332,0.06354655503095864,0.8514225266438951,0.45364415583684164,S2-analog
ethereum-above-4500-on-august-25,1755872100,10834.42,20,0.6,10119.39,0.6178007959816953,0.6188985007989612,4500.0,1756137660,1,4606.78,4595.96,4606.39,0.6517271246187896,0.7011744410493292,-0.0211002599521706,0,3.073611111111111,ETH,2025-08-25 16:01:00+00:00,2025-08-25,2025Q3,2025,0.033926328637094216,0.6603699426880686,0.63,4576.32,1755873000.0,5.93486987254775,0.00235147466639386,0.3239303536081756,0.30997465745453545,S2-analog
ethereum-above-4500-on-august-25,1756063800,1694.6875,6,0.936,1684.6875,0.9389208924949292,0.9388670005564832,4500.0,1756137660,1,4606.78,4937.95,4932.7,0.9899735762481863,0.8371723536399637,-0.09287286853854419,0,0.8548611111111112,ETH,2025-08-25 16:01:00+00:00,2025-08-25,2025Q3,2025,0.05105268375325711,0.9290000000000002,0.9290000000000002,4850.78,1756064700.0,0.7453069943269515,-0.06942113391997984,0.06638286999999984,0.1181229266646688,S2-analog
ethereum-above-4500-on-october-10,1760063400,144.8421,2,0.05,144.8421,0.05103561050274747,0.05103561050274747,4500.0,1760112060,0,4095.32,4376.5,4381.049999999999,0.08265105017545475,0.5236323484385332,0.027828078585918365,0,0.5631944444444444,ETH,2025-10-10 16:01:00+00:00,2025-10-10,2025Q4,2025,0.03161543967270728,0.08619048136054495,0.08619048136054495,4368.28,1760064300.0,7.658909707412359,-0.06640445986026822,-0.09170379912038173,0.4168819631189009,S2-analog
ethereum-above-4500-on-october-2,1759375800,117.635611,2,0.065,117.635611,0.06490917928755434,0.06490917928755434,4500.0,1759420860,0,4433.45,4393.8,4399.98,0.11428186494554232,0.5250396620593544,0.023882940463331934,0,0.5215277777777777,ETH,2025-10-02 16:01:00+00:00,2025-10-02,2025Q4,2025,0.04937268565798798,0.112,0.112,4385.0,1759376700.0,9.628558748461375,0.008983605689875633,-0.11896192,-0.2054610951579794,S2-analog
ethereum-above-4500-on-october-4,1759364100,13.25,1,0.2,13.25,0.20000000000000004,0.20000000000000004,4500.0,1759593660,0,4459.66,4379.01,4380.105,0.2523599696799605,0.5269117257152707,0.02725472533322141,0,2.6569444444444446,ETH,2025-10-04 16:01:00+00:00,2025-10-04,2025Q4,2025,0.052359969679960455,0.22000000000000003,0.22000000000000003,4356.85,1759365000.0,7.2826021756597035,0.0182498584991668,-0.23201200000000002,-0.3649184592115139,S2-analog
ethereum-above-4500-on-october-4,1759509900,2697.3,3,0.61,5.0,0.6790516442368293,0.63,4500.0,1759593660,0,4459.66,4581.03,4580.43,0.7849321277789222,0.45648864400552164,-0.01784646689536197,0,0.9694444444444444,ETH,2025-10-04 16:01:00+00:00,2025-10-04,2025Q4,2025,0.1058804835420929,0.4670422496915412,0.46821515656571816,4525.42,1759510800.0,12.830718003638196,-0.026851333729416563,-0.48446621476016355,-0.13994432365644088,S2-analog
ethereum-above-4500-on-october-5,1759496400,92.0,2,0.4,92.0,0.39999999999999997,0.39999999999999997,4500.0,1759680060,1,4534.78,4482.41,4482.74,0.4325918124552114,0.40102813871359755,0.003916548562118277,0,2.1256944444444446,ETH,2025-10-05 16:01:00+00:00,2025-10-05,2025Q4,2025,0.03259181245521142,0.4,0.4,4467.0,1759497300.0,12.902491339548249,0.011615722599593387,0.5831999999999999,0.4333282397561514,S2-analog
ethereum-above-4500-on-october-5,1759589100,12.0,1,0.45,12.0,0.45,0.45,4500.0,1759680060,1,4534.78,4498.34,4501.27,0.48888958352116807,0.33240748781766705,0.0003689569451324398,0,1.0527777777777778,ETH,2025-10-05 16:01:00+00:00,2025-10-05,2025Q4,2025,0.03888958352116806,0.34115468409586064,0.34115468409586064,4470.58,1759590000.0,22.337119860235653,0.00806813098260737,0.6431115443110674,0.46289273550448573,S2-analog
ethereum-above-4500-on-october-6,1759510800,7500.0,5,0.49,7500.0,0.472,0.472,4500.0,1759766460,1,4678.86,4525.42,4513.36,0.5505806265319534,0.4491670321423229,-0.005632993747879113,0,2.959027777777778,ETH,2025-10-06 16:01:00+00:00,2025-10-06,2025Q4,2025,0.07858062653195341,0.5,0.5,4498.99,1759512600.0,9.794805111844605,0.03334409998901205,0.4825,0.15590103897776714,S2-analog
ethereum-above-4500-on-october-6,1759656600,500.0,1,0.68,500.0,0.68,0.68,4500.0,1759766460,1,4678.86,4574.92,4565.2,0.7207446830876243,0.4822457479983834,-0.016511815459525004,0,1.2715277777777778,ETH,2025-10-06 16:01:00+00:00,2025-10-06,2025Q4,2025,0.040744683087624245,0.68,0.68,4551.39,1759657500.0,11.942377089578393,0.022465278277366264,0.30476799999999993,0.036479175389377894,S2-analog
ethereum-above-4500-on-october-7,1759759200,10.0,1,0.83,0.0,0.8299999999999998,,4500.0,1759852860,1,4512.0,4637.87,4640.34,0.862782438210353,0.5399251138514186,-0.03017781234125304,0,1.0840277777777778,ETH,2025-10-07 16:01:00+00:00,2025-10-07,2025Q4,2025,0.032782438210353204,0.88,0.88,4661.36,1759761000.0,8.13389826370727,-0.027514694921769257,0.112608,0.3364097292506142,S2-analog
ethereum-above-4500-on-october-8,1759764600,10.0,1,0.8,10.0,0.8,0.8,4500.0,1759939260,0,4443.03,4690.95,4691.42,0.8471783641527375,0.5846320475438102,-0.04155772380507792,0,2.0215277777777776,ETH,2025-10-08 16:01:00+00:00,2025-10-08,2025Q4,2025,0.04717836415273746,0.8100000000000002,0.8100000000000002,4663.49,1759767300.0,5.931242837340821,-0.05429854445591329,-0.8207730000000002,-0.4987151471178324,S2-analog
ethereum-above-4500-on-october-8,1759853700,203.026476,3,0.35,203.026476,0.35968944070132014,0.35968944070132014,4500.0,1759939260,0,4443.03,4482.13,4487.49,0.4546148282909181,0.6198991265310069,0.003979016909650147,0,0.9902777777777777,ETH,2025-10-08 16:01:00+00:00,2025-10-08,2025Q4,2025,0.09492538758959795,0.5998843106180666,0.5998843106180666,4482.61,1759854600.0,12.235978736474806,-0.008761803741185454,-0.6166859293325313,-0.5094766850622207,S2-analog
ethereum-above-4500-on-october-9,1759968000,46.5,2,0.52,28.53,0.5752193548387097,0.61,4500.0,1760025660,0,4317.76,4525.72,4527.81,0.6045752264373033,0.524230780210743,-0.005699283740103449,0,0.6673611111111111,ETH,2025-10-09 16:01:00+00:00,2025-10-09,2025Q4,2025,0.029355871598593652,0.385,0.385,4481.52,1759973400.0,17.279317977200275,-0.0470399312560919,-0.40157425,0.4112436797996538,S2-analog
ethereum-above-4500-on-september-1,1756321200,32.0,2,0.57,32.0,0.57,0.57,4500.0,1756742460,0,4361.53,4591.73,4592.04,0.5956542189594104,0.6662725203673442,-0.020179462602918648,0,4.875694444444444,ETH,2025-09-01 16:01:00+00:00,2025-09-01,2025Q3,2025,0.025654218959410446,0.5935383124179755,0.5935383124179755,4561.47,1756325700.0,5.052830058143535,-0.05143394614417838,-0.6104258533056753,-0.3505388642194351,S2-analog
ethereum-above-4500-on-september-1,1756450800,599.0,4,0.36,500.0,0.37335559265442403,0.376,4500.0,1756742460,0,4361.53,4456.15,4455.15,0.4135139069485066,0.5492466553737613,0.009792232240301478,0,3.3756944444444446,ETH,2025-09-01 16:01:00+00:00,2025-09-01,2025Q3,2025,0.040158314294082564,0.28,,4395.04,1756451700.0,7.385275655385455,-0.02146225130095836,-0.29411200000000004,-0.13560735795726744,S2-analog
ethereum-above-4500-on-september-1,1756552500,85.92,1,0.24,0.0,0.24,,4500.0,1756742460,0,4361.53,4396.92,4395.965,0.2663541171984919,0.4804313045865376,0.023173100966452007,0,2.198611111111111,ETH,2025-09-01 16:01:00+00:00,2025-09-01,2025Q3,2025,0.0263541171984919,0.25,0.25,4392.08,1756555200.0,8.71713874171881,-0.008081382574807755,-0.263125,-0.192678466870492,S2-analog
ethereum-above-4500-on-september-1,1756641600,109.0,1,0.41,109.0,0.41,0.41,4500.0,1756742460,0,4361.53,4476.98,4475.68,0.43602389632061195,0.48639494355925994,0.005128684804618541,0,1.167361111111111,ETH,2025-09-01 16:01:00+00:00,2025-09-01,2025Q3,2025,0.026023896320611972,0.48,0.48037069726390114,4471.08,1756644300.0,14.215473039356633,-0.026125798736641174,-0.49747199999999997,-0.12608141242761978,S2-analog
ethereum-above-4500-on-september-10,1757349900,9.41176,1,0.15,9.41176,0.15,0.15,4500.0,1757520060,0,4403.79,4347.42,4345.85,0.18916914058533596,0.5520452454511343,0.03449483107938375,0,1.9694444444444443,ETH,2025-09-10 16:01:00+00:00,2025-09-10,2025Q3,2025,0.039169140585335965,0.15,0.15,4330.66,1757351700.0,6.732853033157965,0.01288296810292328,-0.15892499999999998,-0.2456641308678443,S2-analog
ethereum-above-4500-on-september-12,1757593800,5163.726060999999,39,0.29,4780.696061,0.3699425773279988,0.3689922565905817,4500.0,1757692860,1,4543.17,4473.0,4426.88,0.41043096682921804,0.568216876942519,0.006018072325562945,0,1.1465277777777778,ETH,2025-09-12 16:01:00+00:00,2025-09-12,2025Q3,2025,0.040488389501219246,0.3145113743516456,0.3225841550898078,4414.57,1757594700.0,12.2668709580442,0.015565681833348425,0.6703970477654984,0.47945483734184036,S2-analog
ethereum-above-4500-on-september-14,1757593800,12180.0,5,0.27,12180.0,0.2727257799671593,0.2727257799671593,4500.0,1757865660,1,4579.64,4473.0,4426.88,0.43986213614067105,0.5007893279232225,0.006018072325562945,0,3.146527777777778,ETH,2025-09-14 16:01:00+00:00,2025-09-14,2025Q3,2025,0.16713635617351175,0.32675675675675675,0.32675675675675675,4426.06,1757595600.0,8.48054628832683,0.023561067965947504,0.6578441687363039,0.4580334412486716,S2-analog
ethereum-above-4500-on-september-14,1757739600,10.0,1,0.944,10.0,0.944,0.944,4500.0,1757865660,1,4579.64,4743.1,4742.47,0.9716757912253207,0.4793497237369655,-0.05261353359921058,0,1.4590277777777778,ETH,2025-09-14 16:01:00+00:00,2025-09-14,2025Q3,2025,0.02767579122532071,0.944,0.944,4723.43,1757743200.0,2.9943432882020935,-0.03507053795882622,0.052299520000000044,0.1573127499506481,S2-analog
ethereum-above-4500-on-september-15,1757593800,10000.0,4,0.31,10000.0,0.31,0.31,4500.0,1757952060,0,4499.27,4473.0,4426.88,0.44949989274883767,0.513739155872845,0.006018072325562945,0,4.146527777777777,ETH,2025-09-15 16:01:00+00:00,2025-09-15,2025Q3,2025,0.13949989274883767,0.3042584035197153,0.3042554470783254,4400.46,1757598300.0,7.217370524000827,0.005855836943893069,-0.31907636943822976,-0.36134011439043867,S2-analog
ethereum-above-4500-on-september-15,1757860200,14192.941175,3,0.82,14192.941175,0.8194313660466503,0.8194313660466503,4500.0,1757952060,0,4499.27,4614.72,4618.24,0.8686415937507992,0.44605620555079,-0.02517379761529435,0,1.0631944444444446,ETH,2025-09-15 16:01:00+00:00,2025-09-15,2025Q3,2025,0.049210227704148846,0.81,0.81,4590.99,1757861100.0,9.713061153314536,-0.025336032996964495,-0.8207730000000001,-0.574682562118089,S2-analog
ethereum-above-4500-on-september-16,1757593800,7920.0,2,0.34,7920.0,0.34500000000000003,0.34500000000000003,4500.0,1758038460,0,4469.12,4473.0,4426.88,0.4556508097303289,0.5565700076257173,0.006018072325562945,0,5.146527777777778,ETH,2025-09-16 16:01:00+00:00,2025-09-16,2025Q3,2025,0.11065080973032887,0.3376881720430108,0.33768639508070714,4400.46,1757598300.0,5.99011355326621,-0.0008678032152323195,-0.3533440129783791,-0.348145773177248,S2-analog
ethereum-above-4500-on-september-16,1757890800,10.0,1,0.76,10.0,0.76,0.76,4500.0,1758038460,0,4469.12,4629.15,4631.53,0.8044168363099913,0.5185538967978554,-0.0282958691548472,0,1.7090277777777778,ETH,2025-09-16 16:01:00+00:00,2025-09-16,2025Q3,2025,0.04441683630999127,0.74,0.74,4598.15,1757895300.0,8.29613729024243,-0.03518174469564261,-0.753468,-0.46159541589469055,S2-analog
ethereum-above-4500-on-september-16,1757996100,5000.0,1,0.48,5000.0,0.48,0.48,4500.0,1758038460,0,4469.12,4509.86,4509.9,0.5402917812132565,0.4401614286917988,-0.0021887141278927077,0,0.4902777777777778,ETH,2025-09-16 16:01:00+00:00,2025-09-16,2025Q3,2025,0.06029178121325651,0.62,0.62,4514.2,1757997900.0,24.529422688009536,-0.009074589668688236,-0.636492,-0.41389755429650177,S2-analog
ethereum-above-4500-on-september-17,1758059100,9.090908,1,0.45,9.090908,0.45,0.45,4500.0,1758124860,0,4487.01,4500.31,4500.63,0.4935265527954015,0.5325662676270458,-6.88865161583582e-05,0,0.7611111111111111,ETH,2025-09-17 16:01:00+00:00,2025-09-17,2025Q3,2025,0.04352655279540146,0.6092482680502218,0.6092482680502218,4520.6,1758062700.0,16.403628361148048,-0.0029597276404946344,-0.6259128051651837,-0.577362532900292,S2-analog
ethereum-above-4500-on-september-18,1758029400,880.63,1,0.43,880.63,0.43000000000000005,0.43000000000000005,4500.0,1758211260,1,4597.85,4508.73,4511.22,0.5123839823512241,0.5894723396618355,-0.001938120630259005,0,2.104861111111111,ETH,2025-09-18 16:01:00+00:00,2025-09-18,2025Q3,2025,0.08238398235122402,0.37,0.37,4473.58,1758031200.0,8.91017762082636,0.01957328552280637,0.613683,0.43928154936864605,S2-analog
ethereum-above-4500-on-september-18,1758133800,13.0,1,0.44,13.0,0.44,0.44,4500.0,1758211260,1,4597.85,4497.75,4492.93,0.4898621988106958,0.8497316953757919,0.0005001250416821515,0,0.8965277777777778,ETH,2025-09-18 16:01:00+00:00,2025-09-18,2025Q3,2025,0.04986219881069581,0.5814285714285715,0.5814285714285715,4517.62,1758139200.0,9.467979322742094,0.022011531194747507,0.4015355714285713,0.19313084921480936,S2-analog
ethereum-above-4500-on-september-19,1758203100,80.0,8,0.71,80.0,0.7024999999999999,0.7024999999999999,4500.0,1758297660,0,4473.75,4574.24,4569.78,0.728595933371274,0.5144587962768367,-0.01636316793313952,0,1.0944444444444443,ETH,2025-09-19 16:01:00+00:00,2025-09-19,2025Q3,2025,0.026095933371274138,0.79,0.79,4590.74,1758209400.0,12.06023526934683,-0.02221358161131506,-0.801613,-0.5337119795927039,S2-analog
ethereum-above-4500-on-september-20,1758293100,625.0,5,0.48,124.76,0.4672,0.495992305226034,4500.0,1758384060,0,4499.33,4523.9,4525.27,0.6049050147473273,0.3943555108446125,-0.005297056900846227,0,1.0527777777777778,ETH,2025-09-20 16:01:00+00:00,2025-09-20,2025Q3,2025,0.13770501474732727,0.37310000000000004,0.37310000000000004,4495.75,1758294000.0,18.30386747423382,-0.005445956874786232,-0.38947274730000003,-0.28979067439352024,S2-analog
ethereum-above-4500-on-september-21,1758254400,2000.0,4,0.6,2000.0,0.6,0.6,4500.0,1758470460,0,4484.61,4549.98,4549.64,0.6276325652233457,0.42508915792773283,-0.011045440572528695,0,2.5006944444444446,ETH,2025-09-21 16:01:00+00:00,2025-09-21,2025Q3,2025,0.027632565223345673,0.612983508245877,0.613,4535.51,1758255300.0,10.851217741371958,-0.014471302140719945,-0.6295899391263887,-0.4725586885962545,S2-analog
ethereum-above-4500-on-september-21,1758387600,100.0,1,0.41,0.0,0.41,,4500.0,1758470460,0,4484.61,4502.57,4504.545,0.527927275823919,0.27807688217385096,-0.0005709480892265286,0,0.9590277777777778,ETH,2025-09-21 16:01:00+00:00,2025-09-21,2025Q3,2025,0.11792727582391899,0.41,0.41,4481.53,1758392100.0,27.973098103627105,-0.003996809657417858,-0.426933,-0.31512985135152605,S2-analog
ethereum-above-4500-on-september-22,1758472200,130.0,2,0.38,130.0,0.38,0.38,4500.0,1758556860,0,4167.22,4484.23,4486.57,0.42776443233307426,0.3526111524240756,0.0035105993938695534,0,0.9798611111111112,ETH,2025-09-22 16:01:00+00:00,2025-09-22,2025Q3,2025,0.04776443233307426,0.38,0.38,4471.16,1758473100.0,21.39833562355965,-0.0733176505593982,-0.396492,1.1723836938008687,S2-analog
ethereum-above-4500-on-september-23,1758500100,1010.0,2,0.31,1010.0,0.3103960396039604,0.3103960396039604,4500.0,1758643260,0,4181.83,4450.01,4451.62,0.3614984188698032,0.46017192202372387,0.011171053409638816,0,1.6569444444444443,ETH,2025-09-23 16:01:00+00:00,2025-09-23,2025Q3,2025,0.05110237926584282,0.2,,4427.62,1758501000.0,11.989883600659292,-0.06215739359294756,-0.2112,0.5340599140998068,S2-analog
ethereum-above-4500-on-september-3,1756450800,250.0,1,0.4,250.0,0.4,0.4,4500.0,1756915260,0,4482.54,4456.15,4455.15,0.433603864855425,0.611420907953488,0.009792232240301478,0,5.375694444444445,ETH,2025-09-03 16:01:00+00:00,2025-09-03,2025Q3,2025,0.03360386485542499,0.31,0.31,4356.41,1756457100.0,5.300195658695693,0.005904685513108935,-0.324973,-0.35626898852254335,S2-analog
ethereum-above-4500-on-september-3,1756738800,500.0,1,0.26,500.0,0.26,0.26,4500.0,1756915260,0,4482.54,4396.26,4396.0,0.28706827670692114,0.58705455118488,0.023323217306897393,0,2.042361111111111,ETH,2025-09-03 16:01:00+00:00,2025-09-03,2025Q3,2025,0.027068276706921135,0.26,0.26,4384.13,1756739700.0,7.79629899916616,0.019435670579705053,-0.273468,-0.4249942990886777,S2-analog
ethereum-above-4500-on-september-3,1756827000,100.0,1,0.07,0.0,0.07,,4500.0,1756915260,0,4482.54,4336.04,4331.21,0.12808763706984044,0.6328217778679669,0.037115907589228954,0,1.0215277777777778,ETH,2025-09-03 16:01:00+00:00,2025-09-03,2025Q3,2025,0.058087637069840437,0.08,0.08,4310.1,1756827900.0,6.325953417079407,0.03322836086203649,-0.085152,-0.2953530629391473,S2-analog
ethereum-above-4500-on-september-5,1756813500,140.0,2,0.27,140.0,0.26999999999999996,0.26999999999999996,4500.0,1757088060,0,4278.13,4374.1,4375.67,0.3117379194008153,0.6553996209137214,0.028376612414496422,0,3.1777777777777776,ETH,2025-09-05 16:01:00+00:00,2025-09-05,2025Q3,2025,0.04173791940081534,0.28,0.28,4327.13,1756815300.0,5.7725561079697885,-0.022184786131479985,-0.29411200000000004,-0.1660490773127218,S2-analog
ethereum-above-4500-on-september-8,1757079900,1268.0,2,0.4,1250.0,0.4005678233438486,0.4,4500.0,1757347260,0,4370.22,4460.95,4456.9,0.4289034792358717,0.5752080587198433,0.00871564894223097,0,3.0944444444444446,ETH,2025-09-08 16:01:00+00:00,2025-09-08,2025Q3,2025,0.02833565589202308,0.32,0.32,4401.63,1757081700.0,7.396305449521556,-0.02054839674429545,-0.33523200000000003,-0.18324978118123658,S2-analog
ethereum-above-4600-on-august-13,1755065700,558.2,3,0.56,558.2,0.5896130419204586,0.5896130419204586,4600.0,1755100860,1,4663.2,4643.35,4642.15,0.6652459759974035,0.6720990995547925,-0.0093797849975621,0,0.40694444444444444,ETH,2025-08-13 16:01:00+00:00,2025-08-13,2025Q3,2025,0.07563293407694494,0.5964205920852086,0.5964205920852086,4617.88,1755066600.0,16.36555934796389,0.004265819256591386,0.38673019305525574,0.3169176748438222,S2-analog
ethereum-above-4600-on-august-15,1755042300,20.0,1,0.46,20.0,0.4600000000000001,0.4600000000000001,4600.0,1755273660,0,4426.51,4608.61,4606.41,0.49252343947539545,0.7022072266380026,-0.001869989609506119,0,2.677777777777778,ETH,2025-08-15 16:01:00+00:00,2025-08-15,2025Q3,2025,0.03252343947539538,0.4799999999999999,0.4799999999999999,4607.51,1755044100.0,6.632904002959613,-0.04031482991693862,-0.4974719999999999,-0.2300676032653018,S2-analog
ethereum-above-4600-on-august-15,1755152100,1202.0,2,0.71,1202.0,0.7100499168053245,0.7100499168053245,4600.0,1755273660,0,4426.51,4730.39,4727.17,0.737919405075964,0.7198720995713143,-0.027951348041067036,0,1.4069444444444446,ETH,2025-08-15 16:01:00+00:00,2025-08-15,2025Q3,2025,0.02786948827063951,0.7799999999999999,0.7799999999999999,4739.59,1755153000.0,7.44205764477964,-0.06639618834849961,-0.7920119999999999,-0.2978877389168196,S2-analog
ethereum-above-4600-on-august-15,1755241200,755.6338,3,0.71,755.6338,0.6702982291157438,0.6702982291157438,4600.0,1755273660,0,4426.51,4647.62,4650.475,0.7040626608053167,0.6947064820163675,-0.010298957118586327,0,0.3756944444444445,ETH,2025-08-15 16:01:00+00:00,2025-08-15,2025Q3,2025,0.03376443168957288,0.67,0.67,4637.49,1755242100.0,16.168939981332763,-0.04874379742601874,-0.685477,0.10265853504353939,S2-analog
ethereum-above-4600-on-august-18,1755096300,150.0,3,0.56,150.0,0.56,0.56,4600.0,1755532860,0,4343.01,4698.34,4693.72,0.5856761332190814,0.696099092767641,-0.02115295134479775,0,5.052777777777778,ETH,2025-08-18 16:01:00+00:00,2025-08-18,2025Q3,2025,0.025676133219081354,0.56,,4640.79,1755099000.0,4.757343919980559,-0.07864159873397614,-0.5772480000000001,-0.20312286840536792,S2-analog
ethereum-above-4600-on-august-18,1755249300,40.0,2,0.53,20.0,0.53,0.53,4600.0,1755532860,0,4343.01,4651.13,4651.56,0.5768126075315028,0.5782328157350362,-0.011053897334573657,0,3.2819444444444446,ETH,2025-08-18 16:01:00+00:00,2025-08-18,2025Q3,2025,0.04681260753150274,0.56,,4624.28,1755252000.0,7.166378232419003,-0.06854254472375187,-0.5772480000000001,-0.08604619949709869,S2-analog
ethereum-above-4600-on-august-18,1755456300,18809.67,46,0.15,17176.96,0.1684185155826764,0.1710223694996088,4600.0,1755532860,0,4343.01,4511.41,4513.860000000001,0.22479659020036646,0.5675480667877365,0.019446560260788646,0,0.8861111111111111,ETH,2025-08-18 16:01:00+00:00,2025-08-18,2025Q3,2025,0.056378074617690066,0.134887517161226,0.13,4469.0,1755457200.0,11.092577024582699,-0.03804208712838977,-0.1430560184024974,0.2789287632450522,S2-analog
ethereum-above-4600-on-august-25,1756064700,760.0,2,0.86,760.0,0.8600131578947369,0.8600131578947369,4600.0,1756137660,1,4606.78,4850.78,4838.424999999999,0.9323594540573453,0.7829680568736889,-0.053083213265698065,0,0.8444444444444444,ETH,2025-08-25 16:01:00+00:00,2025-08-25,2025Q3,2025,0.07234629616260846,0.8771032577806877,0.8697747181946335,4795.25,1756067400.0,4.027677260159973,-0.0516103853659089,0.11535122291132889,0.32322119843769326,S2-analog
ethereum-above-4600-on-august-27,1756063800,5011.74,4,0.78,5011.74,0.750173352967233,0.750173352967233,4600.0,1756310460,1,4651.18,4937.95,4932.7,0.8652560622427156,0.7244352802338302,-0.07089396181976891,0,2.8548611111111115,ETH,2025-08-27 16:01:00+00:00,2025-08-27,2025Q3,2025,0.11508270927548259,0.677560975609756,,4813.04,1756065600.0,3.4958964124786034,-0.059829314467189004,0.30714597739440813,0.5163030632013084,S2-analog
ethereum-above-4600-on-august-27,1756150200,390.714284,6,0.28,154.714284,0.28555393055453276,0.28193905819323056,4600.0,1756310460,1,4651.18,4524.16,4518.47,0.3648623952164186,0.7241108134838194,0.016624378934651792,0,1.854861111111111,ETH,2025-08-27 16:01:00+00:00,2025-08-27,2025Q3,2025,0.07930846466188585,0.2554576013031349,0.24986631512890578,4467.45,1756151100.0,7.274760138923071,0.02768902628723177,0.7312284676300943,0.5297974429101475,S2-analog
ethereum-above-4600-on-august-27,1756242000,10.0,2,0.4,10.0,0.41500000000000004,0.41500000000000004,4600.0,1756310460,1,4651.18,4585.4,4579.65,0.45419033375297807,0.6823581113207191,0.0031789605886247798,0,0.7923611111111111,ETH,2025-08-27 16:01:00+00:00,2025-08-27,2025Q3,2025,0.039190333752978035,0.44636363636363635,0.44636363636363635,4568.88,1756242900.0,12.464255424617278,0.01424360794120479,0.536337743801653,0.3588017762543695,S2-analog
ethereum-above-4600-on-august-29,1756312200,8529.001001999999,4,0.520001,8529.001001999999,0.49953812896742994,0.49953812896742994,4600.0,1756483260,0,4314.4,4627.9,4626.53,0.5427142610758906,0.6978843643897887,-0.006046897997055808,0,1.979861111111111,ETH,2025-08-29 16:01:00+00:00,2025-08-29,2025Q3,2025,0.04317613210846066,0.52,0.52,4630.91,1756314000.0,7.72893860519772,-0.07014493645122497,-0.5374720000000001,0.0046739072970133355,S2-analog
ethereum-above-4600-on-august-29,1756399500,2515.94,11,0.21,1415.94,0.21079493151664982,0.21,4600.0,1756483260,0,4314.4,4518.83,4518.26,0.2700698646553057,0.6274900689592866,0.01780319271576059,0,0.9694444444444444,ETH,2025-08-29 16:01:00+00:00,2025-08-29,2025Q3,2025,0.059274933138655866,0.18,0.18,4465.11,1756400400.0,10.506384824783852,-0.04629484573840851,-0.190332,0.29605946473172456,S2-analog
ethereum-above-4600-on-october-10,1759845600,1072.95165,4,0.59,643.56165,0.623138378323012,0.6185602439175797,4600.0,1760112060,0,4095.32,4704.63,4711.38,0.6688209847217879,0.5923429435900562,-0.02249082670507466,0,3.0840277777777776,ETH,2025-10-10 16:01:00+00:00,2025-10-10,2025Q4,2025,0.04568260639877586,0.59,0.59,4655.04,1759846500.0,6.801372866597744,-0.1387022718700365,-0.606933,0.3364328684323299,S2-analog
ethereum-above-4600-on-october-6,1759510800,3000.0,2,0.28,3000.0,0.27,0.27,4600.0,1759766460,1,4678.86,4525.42,4513.36,0.3288642723362942,0.44895351535594863,0.01634591297089625,0,2.959027777777778,ETH,2025-10-06 16:01:00+00:00,2025-10-06,2025Q4,2025,0.05886427233629421,0.35,0.35,4520.43,1759511700.0,9.018523544103795,0.03334409998901205,0.634075,0.3333604491921438,S2-analog
